,drainJ,Bernoulli
0,2937565.541249999,0.003897116134060795
1,4873803.291,0.0029228371005455963
2,6958619.2125,0.001558846453624318
3,1851254.8380000002,0.0019485580670303975
4,3800012.0849999995,0.0005845674201091193
5,1808960.391,0.0009742790335151987
6,4038587.775,0.0013639906469212783
7,5611055.489999999,0.0013639906469212783
8,4297469.364,0.0009742790335151987
9,5155112.295,0.0009742790335151987
10,7314635.069999998,0.0009742790335151987
11,4019152.6350000002,0.0013639906469212783
12,2112770.4659999995,0.0009742790335151987
13,7104372.3,0.0003897116134060795
14,8945701.992,0.0009742790335151987
15,5832193.68,0.0005845674201091193
16,842875.74,0.0003897116134060795
17,2585313.0450000004,0.0005845674201091193
18,3901179.5775000006,0.000779423226812159
19,4030526.4187499997,0.000779423226812159
20,16725980.25,0.00019485580670303975
21,2537261.92125,0.000779423226812159
22,10081865.88,0.0005845674201091193
23,8054546.208749999,0.000779423226812159
24,4574713.600588235,0.003312548713951676
25,4611429.909204546,0.00857365549493375
26,5187098.83395349,0.00837879968823071
27,3215705.0164772724,0.00857365549493375
28,4702191.267857143,0.00818394388152767
29,4566345.569999999,0.011301636788776305
30,5185156.299868422,0.022213561964146533
31,4167648.660472442,0.02474668745128605
32,4196554.985650685,0.028448947778643804
33,4184520.4584319526,0.032930631332813716
34,4144780.851206898,0.033904910366328915
35,4161421.171578949,0.0333203429462198
36,4700539.185300001,0.0681995323460639
37,5111485.089420129,0.08904910366328916
38,4417839.367941177,0.09937646141855028
39,4679404.633781727,0.1151597817614965
40,4301517.1599026965,0.13016367887763056
41,4739312.259374999,0.1543257989088075
42,4457682.4602701245,0.17673421667965705
43,4604518.5143534485,0.2034294621979735
44,4340585.997469325,0.19056897895557287
45,4386748.437605476,0.17088854247856586
46,4163165.337872995,0.15802805923616522
47,3748245.973616394,0.13308651597817614
48,3944901.1043807375,0.127435697583788
49,4105646.91325375,0.14282930631332813
50,3709939.443530976,0.11009353078721745
51,3694610.198030592,0.10190958690568978
52,3703391.9437500015,0.10288386593920498
53,3746200.7128083715,0.08846453624318004
54,3073037.5898901112,0.08865939204988309
55,3840884.4027966107,0.08047544816835542
56,3556725.6323949597,0.0695635229929852
57,3374536.0629207925,0.059041309431021045
58,3217980.821759998,0.04871395167575994
59,3217022.9787162156,0.04325798908807482
60,3046777.0071428553,0.04228371005455962
61,2958627.0994019136,0.04072486360093531
62,2719540.0734868427,0.044427123928293066
63,2395193.561052632,0.04072486360093531
64,2228459.433226744,0.03351519875292284
65,1905303.4303072637,0.034879189399844114
66,1799043.4330434785,0.0313717848791894
67,2134684.3154210537,0.03702260327357755
68,2313311.6975373137,0.03916601714731099
69,1848033.8286057697,0.04053000779423227
70,1502313.2441921392,0.044621979734996105
71,1346519.103419118,0.05300077942322681
72,1145796.175546874,0.04988308651597818
73,1027069.0232474238,0.05670303975058457
74,917573.2120299722,0.0715120810600156
75,949357.9095652178,0.08067030397505846
76,1045588.2348113209,0.09294621979734996
77,1025916.048,0.09060795011691349
78,927242.3033231711,0.09586905689789556
79,1291661.7580843375,0.0808651597817615
80,1337007.0482443818,0.06936866718628215
81,1475951.5440789468,0.0666406858924396
82,1717175.317344827,0.056508183943881525
83,1717521.4062547532,0.05124707716289945
84,1618317.7903124997,0.037412314886983634
85,1680702.4600671146,0.029033515198752923
86,1771340.2331102367,0.02474668745128605
87,1180179.5208749997,0.02338269680436477
88,1746670.4520560747,0.020849571317225254
89,1827180.6151239667,0.02357755261106781
90,1478401.5895714285,0.020459859703819173
91,1907139.4926506027,0.0161730319563523
92,1777784.5473749998,0.01558846453624318
93,1633536.0934615384,0.015198752922837101
94,1603592.5383116885,0.015003897116134061
95,2385400.8133333335,0.01578332034294622
96,2424972.579123711,0.018901013250194856
97,2525387.6160989003,0.017731878409976618
98,2074026.228352941,0.016562743569758377
99,2466847.3494303795,0.01539360872954014
100,2240887.545,0.020654715510522212
101,2093515.0119642864,0.01636788776305534
102,2163976.271470588,0.019875292283710055
103,1807220.7962704913,0.02377240841777085
104,2042099.357054795,0.028448947778643804
105,2071292.3800632912,0.03078721745908028
106,2258758.2461538473,0.030397505845674203
107,2099917.0049096383,0.0323460639127046
108,2348029.4357345984,0.041114575214341385
109,2387582.200505836,0.050077942322681215
110,2007088.7909533062,0.050077942322681215
111,1676793.6454245283,0.06196414653156664
112,1664802.5608536594,0.07190179267342167
113,1628802.9611483256,0.08144972720187062
114,1501488.4188391045,0.09567420109119251
115,1806459.9068382364,0.11925175370226032
116,1630227.5401588497,0.12879968823070928
117,1285105.008978657,0.12782540919719407
118,1445684.5637037037,0.14204988308651598
119,1538280.0905192317,0.151987529228371
120,1524151.7917334277,0.1410756040530008
121,1534603.168681319,0.12412314886983632
122,1507618.1398261597,0.11769290724863601
123,1483893.4666516248,0.10795011691348402
124,1413106.6881195055,0.11087295401402962
125,1807384.0692458684,0.09431021044427124
126,2209964.620729927,0.08008573655494934
127,2312566.2146827783,0.06449727201870616
128,2607501.1027215193,0.04618082618862042
129,2370772.45630734,0.04247856586126267
130,2252082.1100000013,0.042088854247856584
131,2867001.4037500015,0.042088854247856584
132,2496058.9775235853,0.041309431021044424
133,2931710.1953940885,0.03955572876071707
134,2940903.4866101695,0.03448947778643804
135,3668103.3366089095,0.03936087295401403
136,3276372.2772162147,0.03604832424006235
137,3122238.2626490067,0.029423226812159003
138,3479800.934347828,0.0313717848791894
139,4225393.9871052625,0.022213561964146533
140,4149382.3460526303,0.014809041309431021
141,3918486.943928571,0.005455962587685113
142,1752726.7552500002,0.003897116134060795
143,3358322.0610576924,0.010132501948558068
144,1600277.9700000002,0.008768511301636788
145,4833208.3725000005,0.00779423226812159
146,5040766.69448276,0.0056508183943881525
147,5042520.449999999,0.004091971940763835
148,3053282.5350000006,0.0029228371005455963
149,3518459.2349999994,0.002338269680436477
150,3365125.916785714,0.0027279812938425566
151,5922692.56125,0.002338269680436477
152,3644976.3885,0.0019485580670303975
153,8002865.853,0.0019485580670303975
154,5290332.992999999,0.0019485580670303975
155,4117135.6912500006,0.002338269680436477
156,3145562.13375,0.001558846453624318
157,4339521.639,0.0029228371005455963
158,5345808.668181817,0.0021434138737334374
159,4281635.835,0.0005845674201091193
160,7100123.927142857,0.0013639906469212783
161,6248109.79125,0.000779423226812159
162,5822370.264375,0.001558846453624318
163,6595583.017499999,0.001558846453624318
164,5670756.308571429,0.0013639906469212783
165,6064590.407727272,0.0021434138737334374
166,4855060.350000001,0.0027279812938425566
167,4724896.03875,0.002338269680436477
168,6649923.331956523,0.004481683554169914
169,5417626.777874998,0.00779423226812159
170,4392668.926022727,0.00857365549493375
171,5042005.859117647,0.009937646141855027
172,2945585.416764706,0.009937646141855027
173,3680821.358571429,0.012275915822291504
174,4968096.105461539,0.02533125487139517
175,4324284.991914892,0.027474668745128605
176,3157984.81604895,0.027864380358534686
177,4624508.972396453,0.032930631332813716
178,4084677.179999999,0.03799688230709275
179,3989710.8029857823,0.041114575214341385
180,4602563.259410955,0.0711223694466095
181,4642097.408506619,0.10307872174590803
182,4415246.035690297,0.1044427123928293
183,4555099.985335414,0.12490257209664848
184,4701439.629482547,0.15627435697583789
185,4592074.81135583,0.1588074824629774
186,4636053.63919207,0.19173811379579112
187,4684757.328749992,0.21745908028059235
188,4217428.705307614,0.18686671862821513
189,3987940.56981693,0.17030397505845674
190,4180069.4847215326,0.15744349181605613
191,4034776.090559642,0.13230709275136399
192,4011875.5131496056,0.12373343725643024
193,3980876.7451132955,0.1289945440374123
194,3584431.8535357714,0.11710833982852689
195,3261773.055920248,0.09528448947778644
196,3586734.8348823497,0.09937646141855028
197,3718481.6937772944,0.08924395946999221
198,3505108.554219511,0.0798908807482463
199,4245833.358812355,0.08203429462197974
200,3311852.6824999982,0.07365549493374902
201,3240363.1704401416,0.05533904910366329
202,3100002.855576922,0.05066250974279034
203,3483229.7419480514,0.04501169134840218
204,2762029.9098966937,0.04715510522213562
205,2983621.041534653,0.03936087295401403
206,3176244.9843750005,0.037412314886983634
207,3163630.676186442,0.03448947778643804
208,2244113.6513684206,0.03702260327357755
209,2099910.1607386363,0.034294621979735
210,1658207.0394915259,0.03448947778643804
211,2420716.3937068977,0.033904910366328915
212,2208794.1899197875,0.036438035853468435
213,2068924.344213198,0.038386593920498834
214,1423294.0588356163,0.04267342166796571
215,1202562.7653930134,0.044621979734996105
216,1130626.645632912,0.04618082618862042
217,881692.2919852942,0.06625097427903351
218,1001342.1976010777,0.07229150428682775
219,1069620.8303743314,0.07287607170693687
220,1037780.4648648647,0.08651597817614964
221,1071382.7413087257,0.08710054559625877
222,994289.3503708136,0.08144972720187062
223,1120921.9766883114,0.0750194855806703
224,1368227.1824396788,0.07268121590023383
225,1403819.0251363623,0.06430241621200312
226,1755874.760761244,0.05631332813717849
227,1759627.4500384617,0.05066250974279034
228,1417120.6607462675,0.03916601714731099
229,1905189.0866292142,0.034684333593141076
230,1900960.6089527032,0.028838659392049885
231,1474253.0609734515,0.02201870615744349
232,1805402.0250000004,0.022213561964146533
233,2168359.11,0.0181215900233827
234,1434188.7952105259,0.018511301636788775
235,2403784.671000001,0.017537022603273576
236,1936250.0900649335,0.015003897116134061
237,2121757.9177215192,0.01539360872954014
238,1841794.247168674,0.0161730319563523
239,2116609.83048913,0.017926734216679657
240,1651338.523928572,0.019095869056897894
241,2440995.636696429,0.021823850350740453
242,2271132.6384705873,0.016562743569758377
243,1658606.9798076926,0.015198752922837101
244,2289526.817074467,0.018316445830085737
245,2493382.6873469385,0.019095869056897894
246,1913279.68546875,0.018706157443491817
247,1810819.5739285718,0.024551831644583008
248,2781518.055664556,0.03078721745908028
249,2188410.5204081647,0.028643803585346843
250,1948279.1813664588,0.0313717848791894
251,2329685.655254238,0.03448947778643804
252,2000461.539681817,0.042868277474668745
253,2185066.4584736843,0.055533904910366326
254,1865743.1250000005,0.05436477007014809
255,1668377.7783217994,0.05631332813717849
256,1642891.0426229513,0.07131722525331255
257,1616504.7012817552,0.08437256430241621
258,1646803.3239923958,0.1024941543257989
259,1440943.5373923439,0.12217459080280592
260,1358369.7995733784,0.1141855027279813
261,1358883.454318886,0.12587685113016367
262,1462361.5567179127,0.14575214341387374
263,1528124.0617682936,0.14380358534684334
264,1535940.7905769239,0.1367887763055339
265,1604925.4897862065,0.14127045985970382
266,1425158.4773762377,0.11808261886204209
267,1529718.7035789494,0.11106780982073265
268,1763996.7901121508,0.10424785658612627
269,1795558.2132172142,0.0950896336710834
270,2248037.53009828,0.07930631332813717
271,1971506.1700188685,0.05163678877630554
272,2217415.847450198,0.04890880748246298
273,2159374.1157968114,0.04890880748246298
274,2611052.4271500017,0.03897116134060795
275,2248944.736370192,0.04053000779423227
276,2671759.813413461,0.04053000779423227
277,3192773.7822256093,0.03195635229929852
278,3424915.492615385,0.03799688230709275
279,3732001.070943396,0.041309431021044424
280,2516570.0770754707,0.03098207326578332
281,2904689.7882352937,0.02981293842556508
282,4064275.055562915,0.029423226812159003
283,3576234.542544643,0.021823850350740453
284,3715243.5375000006,0.012081060015588464
285,4149447.18081081,0.007209664848012471
286,1673605.2707999998,0.004871395167575994
287,3410020.364361703,0.009158222915042868
288,4457332.5975,0.00818394388152767
289,3330218.6324999994,0.007014809041309431
290,1732422.4450000003,0.005261106780982073
291,5467779.799411764,0.003312548713951676
292,3401101.895625,0.003117692907248636
293,1358237.3188235294,0.003312548713951676
294,5851420.965000001,0.0019485580670303975
295,2838575.4023076924,0.002533125487139517
296,6428634.997500001,0.002338269680436477
297,4698363.9703846155,0.002533125487139517
298,2714659.5375,0.002338269680436477
299,4754875.635,0.0009742790335151987
300,3467204.145,0.0017537022603273578
301,9767559.227142856,0.0027279812938425566
302,5075802.957857142,0.0013639906469212783
303,1997533.98,0.0003897116134060795
304,2715154.7624999997,0.0003897116134060795
305,5774361.165,0.0011691348402182386
306,3960927.3278571437,0.0013639906469212783
307,3899561.2379999994,0.0009742790335151987
308,6447002.962499999,0.0011691348402182386
309,4954727.055,0.0017537022603273578
310,3079911.34125,0.002338269680436477
311,6152179.338,0.0019485580670303975
312,5897216.510217392,0.004481683554169914
313,4853961.138103448,0.0056508183943881525
314,4812877.301860466,0.00837879968823071
315,4101605.704285715,0.00818394388152767
316,4729441.210312501,0.009353078721745909
317,3736903.5962999994,0.009742790335151987
318,4414587.6513461545,0.02533125487139517
319,5545184.1739534885,0.025136399064692127
320,4297199.366020407,0.028643803585346843
321,4564608.851174493,0.029033515198752923
322,4877955.719742858,0.03409976617303195
323,3859555.35934555,0.03721745908028059
324,4517138.145348839,0.05865159781761496
325,5062248.512824678,0.09002338269680436
326,4091857.9269371205,0.0960639127045986
327,4371330.752717771,0.11184723304754482
328,4992399.863722467,0.13269680436477008
329,4638687.667223684,0.1480904130943102
330,4424787.140915733,0.17342166796570538
331,4594426.167032801,0.196024941543258
332,4199414.041247333,0.18277474668745128
333,3949606.1848794525,0.1697194076383476
334,4032781.9153905255,0.15218238503507406
335,3680714.9856008277,0.1410756040530008
336,3924023.596651982,0.13269680436477008
337,3943768.345406387,0.13425565081839438
338,3782170.0659508714,0.12295401402961809
339,3045711.5540499026,0.1015198752922837
340,3751018.7144526886,0.10502727981293843
341,3819032.6649324344,0.10093530787217458
342,3584907.258704455,0.09625876851130163
343,3649041.99523046,0.09723304754481683
344,3427749.851282609,0.08963367108339829
345,3572020.112560974,0.07190179267342167
346,3167599.200923076,0.06332813717848793
347,3596213.4731309917,0.060989867498051444
348,2993309.057024221,0.05631332813717849
349,2977403.1374999983,0.052611067809820736
350,2907389.475910931,0.04812938425565082
351,2918534.2584000006,0.043842556508183944
352,2799310.8492757026,0.04169914263445051
353,2734899.0042857137,0.04228371005455962
354,2426877.630188286,0.0465705378020265
355,2223261.1349999993,0.04228371005455962
356,2454417.1085624993,0.04676539360872954
357,1649651.8902631565,0.04812938425565082
358,1475801.8455451122,0.051831644583008575
359,1414164.3218585528,0.059236165237724084
360,1275050.8620000011,0.06040530007794232
361,1403321.678520711,0.06586126266562743
362,965818.9046991408,0.06800467653936088
363,978611.3131738042,0.07735775526110678
364,1055089.391012658,0.09236165237724084
365,1109721.933281251,0.09976617303195635
366,1204713.84505071,0.0960639127045986
367,1176882.2660071945,0.08125487139516757
368,1250662.8773076914,0.07852689010132502
369,1273937.350540541,0.06488698363211223
370,1538558.2912140577,0.060989867498051444
371,1587059.6329687499,0.04988308651597818
372,1467804.1074324318,0.04325798908807482
373,1788768.1017732562,0.03351519875292284
374,1805748.0130872477,0.029033515198752923
375,1353473.5219615384,0.02533125487139517
376,1244998.885462185,0.02318784099766173
377,2266667.1798750004,0.02338269680436477
378,1885861.7389285718,0.021823850350740453
379,1625138.1254999998,0.017537022603273576
380,1465951.479827586,0.016952455183164458
381,1633069.5491249997,0.01558846453624318
382,1610519.0226923074,0.015198752922837101
383,2117608.0644375,0.01558846453624318
384,1584251.6167241384,0.016952455183164458
385,2525863.184999999,0.0181215900233827
386,2168905.2167647057,0.019875292283710055
387,1876099.1226923077,0.020265003897116135
388,2208918.2380219786,0.017731878409976618
389,2397127.2660000003,0.017537022603273576
390,1768876.9175454546,0.021434138737334373
391,2011092.150839159,0.027864380358534686
392,2085950.6108766233,0.030007794232268122
393,1718213.6734011627,0.03351519875292284
394,2373792.0351798567,0.027084957131722525
395,2308398.503571429,0.03682774746687451
396,2015893.8064285712,0.04228371005455962
397,2072231.646428571,0.05319563522992985
398,2137852.7961478587,0.050077942322681215
399,1530566.4184726696,0.06060015588464536
400,1543027.6350000014,0.07190179267342167
401,1508926.5220190021,0.08203429462197974
402,1449527.3889300013,0.09742790335151988
403,1704043.2206525274,0.11944660950896337
404,1446206.8804411753,0.11925175370226032
405,1374684.4690887493,0.12295401402961809
406,1475893.437233606,0.1426344505066251
407,1412236.1486906367,0.14360872954014028
408,1468757.4093722622,0.13347622759158223
409,1705810.304400858,0.13659392049883087
410,1359073.0838313862,0.11671862821512081
411,1498838.0566829275,0.11983632112236944
412,1806756.0104237283,0.1034684333593141
413,1479947.7483718486,0.09275136399064692
414,2100495.113753118,0.07813717848791894
415,2141917.8838291136,0.06157443491816056
416,2125119.939503425,0.05689789555728761
417,1998913.9348598134,0.04169914263445051
418,2512808.4959174306,0.04247856586126267
419,2633156.2654615385,0.03799688230709275
420,2259407.6899253735,0.03916601714731099
421,3102172.463152174,0.03585346843335931
422,2869728.5312068975,0.033904910366328915
423,3611157.934175257,0.03780202650038971
424,2839241.913529412,0.02981293842556508
425,2877467.1041338583,0.02474668745128605
426,3690376.6880067578,0.028838659392049885
427,3430678.318836208,0.02260327357755261
428,2957974.216874999,0.014029618082618862
429,2954419.2835714286,0.005455962587685113
430,3602210.776578947,0.0037022603273577552
431,3017495.8115217392,0.008963367108339828
432,3025439.0999999987,0.006040530007794232
433,4987693.611964285,0.005455962587685113
434,3549127.3800000004,0.0035074045206547155
435,6487633.916052631,0.0037022603273577552
436,2430504.3149999995,0.0029228371005455963
437,6371177.532352941,0.003312548713951676
438,5563659.249,0.0029228371005455963
439,3017653.6009090906,0.0021434138737334374
440,3929157.6340909093,0.0021434138737334374
441,4068184.393928571,0.0027279812938425566
442,3428794.966153846,0.002533125487139517
443,4433041.694999999,0.0017537022603273578
444,3895509.063461539,0.002533125487139517
445,5390717.541750001,0.003897116134060795
446,1306472.6025,0.0011691348402182386
447,5665383.765000001,0.0005845674201091193
448,5469631.785,0.000779423226812159
449,2763658.9124999996,0.000779423226812159
450,5426838.765000001,0.0011691348402182386
451,1610378.2349999996,0.0011691348402182386
452,5333371.6725,0.0011691348402182386
453,3160994.035909091,0.0021434138737334374
454,5266232.415,0.0019485580670303975
455,8146094.510454547,0.0021434138737334374
456,4433983.050789474,0.0037022603273577552
457,5526570.523499999,0.005845674201091193
458,3199326.6792857144,0.009547934528448947
459,4262414.94880435,0.008963367108339828
460,4466575.526170213,0.009158222915042868
461,6297927.441545455,0.010717069368667186
462,4973549.113636363,0.025720966484801246
463,5202094.31334507,0.027669524551831644
464,3553307.59142384,0.029423226812159003
465,4189693.4639999997,0.03020265003897116
466,4076630.2819285737,0.04091971940763835
467,4182389.874130434,0.04033515198752923
468,4476324.521739131,0.06722525331254871
469,4906326.416227548,0.09762275915822291
470,4530415.517631578,0.09996102883865939
471,4606833.6814214075,0.11652377240841777
472,4775888.387781592,0.14185502727981295
473,4521743.72118842,0.15822291504286828
474,4567299.833965154,0.18452844894777864
475,4731463.455283022,0.21687451286048323
476,4413363.135670924,0.18296960249415434
477,3942491.0969773717,0.18082618862042088
478,4274267.608348947,0.16640685892439594
479,3685365.320086956,0.13445050662509742
480,4059722.60980349,0.13386593920498832
481,3975884.60616691,0.13191738113795792
482,3761866.7892715237,0.11769290724863601
483,3273154.211701721,0.10190958690568978
484,3769403.4646314713,0.09781761496492596
485,3778049.5754564265,0.09392049883086516
486,3374854.9296644293,0.08710054559625877
487,3478671.8234598213,0.08729540140296181
488,3419509.106957144,0.0681995323460639
489,2942881.138595319,0.058261886204208885
490,2730888.5034262952,0.04890880748246298
491,2842333.292142855,0.049103663289166016
492,2899985.6150217387,0.04481683554169914
493,3019991.230102041,0.03819173811379579
494,2645643.1239473694,0.03702260327357755
495,2047653.3464739877,0.03371005455962588
496,2704953.035828571,0.03409976617303195
497,2625035.022921687,0.0323460639127046
498,1992062.3778409094,0.034294621979735
499,2142227.1457772013,0.03760717069368667
500,2174376.4667307697,0.035463756819953236
501,1988130.6449999986,0.0362431800467654
502,1579915.6199999992,0.03682774746687451
503,1264202.7075000007,0.04637568199532346
504,1082616.3945,0.052611067809820736
